cost_id;employee_id;month;salary_cost;benefits_cost;operational_cost
3032;306;1/01/2024;7917.08;2770.98;690.99
3033;306;1/02/2024;7961.95;2786.68;590.18
3034;306;1/03/2024;7934.04;2776.91;642.23
3035;306;1/04/2024;7861.02;2751.36;697.24
3036;306;1/05/2024;7695.08;2693.28;636.83
3037;306;1/06/2024;7996.01;2798.6;681.77
3038;306;1/07/2024;7849.68;2747.39;703.05
3039;306;1/08/2024;7765.13;2717.8;608.5
3040;306;1/09/2024;7927.55;2774.64;627.77
3041;306;1/10/2024;7795.01;2728.25;638.58
3042;306;1/11/2024;7691.59;2692.06;644.36
3043;306;1/12/2024;8029.6;2810.36;631.62
3044;307;1/01/2024;7713.64;2699.77;546.56
3045;307;1/02/2024;7684.36;2689.53;528.37
3046;307;1/03/2024;7702.87;2696.0;519.91
3047;307;1/04/2024;7822.83;2737.99;526.86
3048;307;1/05/2024;7639.49;2673.82;505.85
3049;307;1/06/2024;7911.23;2768.93;514.83
3050;307;1/07/2024;7863.77;2752.32;525.33
3051;307;1/08/2024;7879.33;2757.77;467.21
3052;307;1/09/2024;7770.65;2719.73;458.89
3053;307;1/10/2024;7713.42;2699.7;503.82
3054;307;1/11/2024;7888.68;2761.04;546.59
3055;307;1/12/2024;7699.78;2694.92;480.58
3056;308;1/01/2024;8522.7;2982.95;490.61
3057;308;1/02/2024;8752.69;3063.44;513.95
3058;308;1/03/2024;8811.02;3083.86;470.21
3059;308;1/04/2024;8854.05;3098.92;498.54
3060;309;1/01/2024;6359.99;2226.0;291.69
3061;309;1/02/2024;6271.58;2195.05;280.11
3062;309;1/03/2024;6226.1;2179.13;281.39
3063;309;1/04/2024;6319.6;2211.86;300.37
3064;309;1/05/2024;6424.91;2248.72;287.77
3065;309;1/06/2024;6398.76;2239.57;280.67
3066;309;1/07/2024;6417.34;2246.07;274.56
3067;309;1/08/2024;6250.67;2187.73;312.7
3068;309;1/09/2024;6511.36;2278.98;309.79
3069;309;1/10/2024;6491.53;2272.04;278.75
3070;309;1/11/2024;6329.01;2215.15;291.23
3071;309;1/12/2024;6263.26;2192.14;293.11
3072;310;1/10/2024;4690.08;938.02;483.88
3073;310;1/11/2024;4704.42;940.88;460.21
3074;310;1/12/2024;4744.15;948.83;434.15
3075;311;1/01/2024;6024.99;2108.75;427.13
3076;311;1/02/2024;5827.04;2039.46;494.34
3077;311;1/03/2024;5789.09;2026.18;425.2
3078;311;1/04/2024;5986.34;2095.22;424.71
3079;311;1/05/2024;6039.45;2113.81;444.63
3080;311;1/06/2024;6020.69;2107.24;418.08
3081;311;1/07/2024;5868.86;2054.1;491.81
3082;311;1/08/2024;6034.26;2111.99;448.49
3083;311;1/09/2024;5910.79;2068.78;455.07
3084;311;1/10/2024;6075.8;2126.53;422.3
3085;311;1/11/2024;5836.19;2042.67;451.67
3086;311;1/12/2024;5899.19;2064.72;456.79
3087;312;1/01/2024;11504.29;4601.72;618.99
3088;312;1/02/2024;11740.1;4696.04;632.32
3089;312;1/03/2024;11742.94;4697.18;641.07
3090;312;1/04/2024;11491.29;4596.52;705.32
3091;312;1/05/2024;11416.57;4566.63;655.25
3092;312;1/06/2024;11325.82;4530.33;675.12
3093;312;1/07/2024;11466.62;4586.65;692.57
3094;312;1/08/2024;11685.79;4674.32;688.42
3095;312;1/09/2024;11614.72;4645.89;597.56
3096;312;1/10/2024;11809.56;4723.82;713.12
3097;312;1/11/2024;11689.19;4675.68;654.6
3098;312;1/12/2024;11341.8;4536.72;692.42
3099;313;1/01/2024;8118.1;3247.24;416.17
3100;313;1/02/2024;8373.73;3349.49;425.69
3101;313;1/03/2024;8067.48;3226.99;381.53
3102;313;1/04/2024;8316.8;3326.72;396.82
3103;313;1/05/2024;8154.53;3261.81;407.29
3104;313;1/06/2024;8002.65;3201.06;439.66
3105;313;1/07/2024;7985.34;3194.14;395.88
3106;313;1/08/2024;8240.97;3296.39;431.67
3107;313;1/09/2024;8170.3;3268.12;416.5
3108;313;1/10/2024;8002.29;3200.92;388.35
3109;313;1/11/2024;8364.87;3345.95;382.09
3110;313;1/12/2024;8078.9;3231.56;431.72
3111;314;1/01/2024;2594.34;518.87;295.85
3112;314;1/02/2024;2615.74;523.15;278.0
3113;314;1/03/2024;2568.46;513.69;309.71
3114;314;1/04/2024;2557.36;511.47;311.83
3115;314;1/05/2024;2556.69;511.34;283.95
3116;314;1/06/2024;2620.12;524.02;300.48
3117;314;1/07/2024;2569.86;513.97;315.98
3118;314;1/08/2024;2643.46;528.69;305.21
3119;314;1/09/2024;2628.38;525.68;328.25
3120;314;1/10/2024;2524.37;504.87;315.27
3121;314;1/11/2024;2593.02;518.6;316.48
3122;314;1/12/2024;2526.68;505.34;273.82
3123;315;1/01/2024;6575.39;2301.39;610.3
3124;315;1/02/2024;6847.77;2396.72;685.59
3125;315;1/03/2024;6851.03;2397.86;693.65
3126;315;1/04/2024;6531.56;2286.05;705.75
3127;315;1/05/2024;6764.21;2367.47;628.13
3128;315;1/06/2024;6553.08;2293.58;637.46
3129;315;1/07/2024;6754.98;2364.24;674.1
3130;315;1/08/2024;6789.58;2376.35;634.57
3131;315;1/09/2024;6679.61;2337.86;695.14
3132;315;1/10/2024;6582.64;2303.92;625.46
3133;315;1/11/2024;6580.79;2303.28;640.95
3134;315;1/12/2024;6605.61;2311.96;596.8
3135;316;1/01/2024;5981.78;2093.62;436.61
3136;316;1/02/2024;6116.71;2140.85;412.34
3137;316;1/03/2024;6057.65;2120.18;413.46
3138;316;1/04/2024;5999.05;2099.67;484.14
3139;316;1/05/2024;5939.58;2078.85;455.14
3140;316;1/06/2024;6127.43;2144.6;413.59
3141;316;1/07/2024;5921.7;2072.59;493.66
3142;317;1/01/2024;3039.15;759.79;384.5
3143;317;1/02/2024;3111.32;777.83;405.45
3144;317;1/03/2024;3046.47;761.62;365.55
3145;317;1/04/2024;3015.6;753.9;410.92
3146;317;1/05/2024;3065.29;766.32;402.82
3147;317;1/06/2024;3138.12;784.53;367.76
3148;317;1/07/2024;3093.5;773.38;372.37
3149;317;1/08/2024;3046.37;761.59;374.15
3150;317;1/09/2024;3056.52;764.13;427.68
3151;317;1/10/2024;3107.04;776.76;400.59
3152;317;1/11/2024;3113.51;778.38;395.61
3153;317;1/12/2024;3084.18;771.04;434.82
3154;318;1/01/2024;6681.91;1670.48;277.22
3155;318;1/02/2024;6727.97;1681.99;326.1
3156;318;1/03/2024;6457.18;1614.3;310.98
3157;318;1/04/2024;6615.22;1653.81;280.04
3158;318;1/05/2024;6454.54;1613.63;281.59
3159;318;1/06/2024;6472.74;1618.18;306.79
3160;318;1/07/2024;6532.42;1633.11;297.28
3161;318;1/08/2024;6637.62;1659.4;319.91
3162;318;1/09/2024;6678.77;1669.69;326.64
3163;318;1/10/2024;6640.97;1660.24;273.93
3164;318;1/11/2024;6502.55;1625.64;278.48
3165;318;1/12/2024;6736.54;1684.13;299.45
3166;319;1/01/2024;4404.75;880.95;592.62
3167;319;1/02/2024;4615.72;923.14;647.46
3168;319;1/03/2024;4584.61;916.92;670.76
3169;319;1/04/2024;4564.65;912.93;661.85
3170;319;1/05/2024;4585.55;917.11;596.82
3171;319;1/06/2024;4542.27;908.45;703.54
3172;319;1/07/2024;4521.68;904.34;676.29
3173;319;1/08/2024;4512.42;902.48;683.4
3174;319;1/09/2024;4539.67;907.93;621.73
3175;319;1/10/2024;4425.81;885.16;684.26
3176;319;1/11/2024;4461.13;892.23;666.42
3177;319;1/12/2024;4486.08;897.22;634.02
3178;320;1/08/2024;9495.45;3798.18;626.8
3179;320;1/09/2024;9492.08;3796.83;635.55
3180;320;1/10/2024;9498.46;3799.38;687.23
3181;320;1/11/2024;9399.02;3759.61;673.93
3182;320;1/12/2024;9289.33;3715.73;693.06
3183;321;1/01/2024;5662.93;1982.03;323.53
3184;321;1/02/2024;5852.37;2048.33;304.28
3185;321;1/03/2024;5687.13;1990.5;288.82
3186;321;1/04/2024;5651.07;1977.87;271.68
3187;321;1/05/2024;5915.33;2070.37;293.09
3188;322;1/04/2024;4437.42;1109.36;692.09
3189;322;1/05/2024;4469.68;1117.42;641.39
3190;322;1/06/2024;4430.94;1107.73;695.4
3191;322;1/07/2024;4431.02;1107.76;673.55
3192;322;1/08/2024;4328.77;1082.19;612.88
3193;322;1/09/2024;4419.67;1104.92;609.14
3194;322;1/10/2024;4367.74;1091.93;626.64
3195;322;1/11/2024;4476.26;1119.07;649.39
3196;322;1/12/2024;4444.77;1111.19;664.69
3197;323;1/01/2024;5176.14;1811.65;540.03
3198;323;1/02/2024;5107.46;1787.61;479.04
3199;323;1/03/2024;5311.6;1859.06;515.96
3200;323;1/04/2024;5314.41;1860.04;483.08
3201;323;1/05/2024;5123.19;1793.12;488.99
3202;323;1/06/2024;5136.48;1797.77;541.76
3203;323;1/07/2024;5181.45;1813.51;465.59
3204;323;1/08/2024;5232.43;1831.35;512.18
3205;323;1/09/2024;5144.2;1800.47;542.22
3206;323;1/10/2024;5253.58;1838.75;521.02
3207;323;1/11/2024;5311.0;1858.85;480.97
3208;323;1/12/2024;5320.9;1862.31;515.33
3209;324;1/01/2024;8658.92;3030.62;270.61
3210;324;1/02/2024;8838.23;3093.38;292.63
3211;324;1/03/2024;8846.49;3096.27;281.37
3212;324;1/04/2024;8819.05;3086.67;285.21
3213;324;1/05/2024;8486.35;2970.22;311.55
3214;324;1/06/2024;8499.93;2974.98;316.03
3215;324;1/07/2024;8537.62;2988.17;311.37
3216;324;1/08/2024;8512.36;2979.33;276.86
3217;324;1/09/2024;8550.62;2992.72;317.47
3218;324;1/10/2024;8510.62;2978.72;302.22
3219;324;1/11/2024;8554.27;2993.99;314.41
3220;324;1/12/2024;8895.25;3113.34;312.9
3221;325;1/01/2024;10414.77;4165.91;287.19
3222;325;1/02/2024;10713.67;4285.47;285.69
3223;325;1/03/2024;10664.17;4265.67;293.69
3224;325;1/04/2024;10729.44;4291.78;282.13
3225;325;1/05/2024;10310.9;4124.36;320.79
3226;325;1/06/2024;10370.76;4148.3;301.09
3227;325;1/07/2024;10284.29;4113.72;298.73
3228;325;1/08/2024;10323.95;4129.58;272.28
3229;325;1/09/2024;10468.85;4187.54;275.02
3230;325;1/10/2024;10628.88;4251.55;274.04
3231;325;1/11/2024;10493.93;4197.57;292.25
3232;325;1/12/2024;10652.31;4260.92;296.52
3233;326;1/01/2024;10988.18;4395.27;300.22
3234;326;1/02/2024;11157.17;4462.87;316.11
3235;326;1/03/2024;11021.82;4408.73;272.63
3236;326;1/04/2024;10636.42;4254.57;279.16
3237;326;1/05/2024;11094.8;4437.92;285.05
3238;326;1/06/2024;10723.9;4289.56;297.72
3239;326;1/07/2024;11117.62;4447.05;273.39
3240;326;1/08/2024;10834.8;4333.92;326.81
3241;326;1/09/2024;10902.89;4361.16;283.51
3242;326;1/10/2024;10968.84;4387.54;290.15
3243;326;1/11/2024;11019.8;4407.92;271.52
3244;326;1/12/2024;10867.61;4347.04;320.61
3245;327;1/01/2024;7365.09;2577.78;419.5
3246;327;1/02/2024;7461.12;2611.39;433.58
3247;327;1/03/2024;7299.75;2554.91;410.86
3248;327;1/04/2024;7450.36;2607.63;406.57
3249;327;1/05/2024;7525.32;2633.86;470.17
3250;327;1/06/2024;7377.63;2582.17;408.46
3251;327;1/07/2024;7592.37;2657.33;466.59
3252;327;1/08/2024;7260.69;2541.24;405.31
3253;327;1/09/2024;7280.14;2548.05;439.88
3254;327;1/10/2024;7468.47;2613.96;482.13
3255;327;1/11/2024;7540.77;2639.27;408.17
3256;327;1/12/2024;7460.55;2611.19;406.78
3257;328;1/03/2024;6320.05;1580.01;507.15
3258;328;1/04/2024;6291.6;1572.9;518.56
3259;328;1/05/2024;6291.82;1572.95;541.02
3260;328;1/06/2024;6244.89;1561.22;499.06
3261;328;1/07/2024;6248.78;1562.19;548.01
3262;328;1/08/2024;6370.5;1592.62;497.91
3263;328;1/09/2024;6452.94;1613.23;495.42
3264;328;1/10/2024;6446.92;1611.73;472.38
3265;328;1/11/2024;6260.37;1565.09;523.1
3266;328;1/12/2024;6473.23;1618.31;488.85
3267;329;1/01/2024;3105.36;621.07;419.2
3268;329;1/02/2024;3148.02;629.6;383.99
3269;329;1/03/2024;3086.86;617.37;392.83
3270;329;1/04/2024;3218.43;643.69;428.13
3271;329;1/05/2024;3235.35;647.07;370.0
3272;329;1/06/2024;3178.62;635.72;376.65
3273;329;1/07/2024;3143.94;628.79;430.69
3274;329;1/08/2024;3152.55;630.51;396.18
3275;329;1/09/2024;3229.84;645.97;397.08
3276;329;1/10/2024;3133.26;626.65;413.23
3277;329;1/11/2024;3101.09;620.22;402.39
3278;329;1/12/2024;3118.83;623.77;417.01
3279;330;1/01/2024;10111.6;4044.64;313.76
3280;330;1/02/2024;10030.96;4012.38;291.8
3281;330;1/03/2024;9873.12;3949.25;321.75
3282;330;1/04/2024;10034.87;4013.95;292.49
3283;330;1/05/2024;9796.12;3918.45;293.57
3284;330;1/06/2024;9876.49;3950.6;302.57
3285;330;1/07/2024;9867.68;3947.07;324.28
3286;330;1/08/2024;10115.4;4046.16;322.21
3287;330;1/09/2024;9847.89;3939.16;281.96
3288;330;1/10/2024;9811.26;3924.5;323.4
3289;330;1/11/2024;9969.7;3987.88;326.23
3290;330;1/12/2024;9857.57;3943.03;326.59
3291;331;1/01/2024;2534.82;506.96;456.07
3292;331;1/02/2024;2530.45;506.09;493.53
3293;331;1/03/2024;2595.5;519.1;474.23
3294;331;1/04/2024;2590.46;518.09;456.76
3295;331;1/05/2024;2610.89;522.18;418.56
3296;332;1/06/2024;6217.62;2176.17;314.31
3297;332;1/07/2024;6379.57;2232.85;299.2
3298;332;1/08/2024;6331.86;2216.15;315.8
3299;332;1/09/2024;6306.87;2207.4;307.69
3300;332;1/10/2024;6151.7;2153.09;275.82
3301;332;1/11/2024;6161.12;2156.39;271.29
3302;332;1/12/2024;6428.93;2250.13;322.17
3303;333;1/01/2024;4258.97;1064.74;488.84
3304;333;1/02/2024;4316.66;1079.16;471.92
3305;333;1/03/2024;4446.72;1111.68;432.68
3306;333;1/04/2024;4253.79;1063.45;461.09
3307;333;1/05/2024;4307.75;1076.94;486.41
3308;333;1/06/2024;4336.11;1084.03;435.48
3309;333;1/07/2024;4277.41;1069.35;432.29
3310;333;1/08/2024;4413.06;1103.27;419.38
3311;333;1/09/2024;4429.98;1107.49;419.69
3312;333;1/10/2024;4265.13;1066.28;486.92
3313;333;1/11/2024;4328.12;1082.03;455.55
3314;333;1/12/2024;4375.49;1093.87;467.99
3315;334;1/01/2024;4217.34;1054.34;617.42
3316;334;1/02/2024;4065.82;1016.46;707.9
3317;334;1/03/2024;4229.96;1057.49;597.62
3318;334;1/04/2024;4050.56;1012.64;699.43
3319;334;1/05/2024;4139.96;1034.99;646.99
3320;334;1/06/2024;4200.66;1050.16;661.2
3321;334;1/07/2024;4246.17;1061.54;632.11
3322;334;1/08/2024;4133.38;1033.35;659.35
3323;334;1/09/2024;4134.7;1033.67;587.58
3324;334;1/10/2024;4143.87;1035.97;672.33
3325;334;1/11/2024;4113.35;1028.34;629.17
3326;334;1/12/2024;4059.97;1014.99;633.1
3327;335;1/01/2024;7974.52;3189.81;310.64
3328;335;1/02/2024;8089.94;3235.98;276.66
3329;335;1/03/2024;8097.15;3238.86;327.62
3330;335;1/04/2024;7806.19;3122.48;308.05
3331;335;1/05/2024;7843.73;3137.49;317.57
3332;335;1/06/2024;8038.61;3215.44;291.28
3333;335;1/07/2024;8116.29;3246.52;299.68
3334;335;1/08/2024;7973.66;3189.46;305.42
3335;335;1/09/2024;8119.49;3247.8;291.91
3336;335;1/10/2024;7828.1;3131.24;300.81
3337;335;1/11/2024;8115.68;3246.27;324.26
3338;335;1/12/2024;7737.7;3095.08;289.11
3339;336;1/01/2024;2953.58;590.72;520.05
3340;336;1/02/2024;2897.23;579.45;549.62
3341;337;1/01/2024;4322.41;1080.6;714.36
3342;337;1/02/2024;4405.9;1101.47;670.72
3343;337;1/03/2024;4335.48;1083.87;589.08
3344;337;1/04/2024;4452.74;1113.18;705.45
3345;337;1/05/2024;4265.39;1066.35;659.57
3346;337;1/06/2024;4328.91;1082.23;610.95
3347;337;1/07/2024;4365.32;1091.33;635.49
3348;337;1/08/2024;4414.3;1103.58;620.14
3349;337;1/09/2024;4344.66;1086.16;632.68
3350;337;1/10/2024;4374.56;1093.64;714.17
3351;337;1/11/2024;4355.4;1088.85;676.95
3352;337;1/12/2024;4291.85;1072.96;630.01
3353;338;1/06/2024;4004.45;1001.11;286.9
3354;338;1/07/2024;3982.28;995.57;296.99
3355;338;1/08/2024;4101.34;1025.34;318.33
3356;339;1/01/2024;4893.72;978.74;323.75
3357;339;1/02/2024;4693.19;938.64;277.71
3358;339;1/03/2024;4869.94;973.99;284.58
3359;339;1/04/2024;4730.04;946.01;273.9
3360;339;1/05/2024;4824.46;964.89;284.22
3361;339;1/06/2024;4708.58;941.72;274.52
3362;339;1/07/2024;4860.63;972.13;314.19
3363;339;1/08/2024;4769.27;953.85;324.53
3364;339;1/09/2024;4704.52;940.9;304.97
3365;339;1/10/2024;4918.63;983.73;328.15
3366;339;1/11/2024;4838.6;967.72;289.85
3367;339;1/12/2024;4846.71;969.34;306.75
3368;340;1/01/2024;2605.92;521.18;325.08
3369;340;1/02/2024;2709.94;541.99;281.13
3370;340;1/03/2024;2682.44;536.49;275.5
3371;340;1/04/2024;2644.77;528.95;311.14
3372;340;1/05/2024;2615.36;523.07;313.02
3373;340;1/06/2024;2638.69;527.74;307.53
3374;340;1/07/2024;2613.04;522.61;319.05
3375;340;1/08/2024;2681.11;536.22;299.72
3376;340;1/09/2024;2680.85;536.17;298.15
3377;340;1/10/2024;2684.19;536.84;305.51
3378;340;1/11/2024;2701.27;540.25;296.55
3379;340;1/12/2024;2654.62;530.92;274.77
3380;341;1/01/2024;6849.61;1712.4;322.69
3381;341;1/02/2024;6957.26;1739.32;281.36
3382;341;1/03/2024;6801.59;1700.4;315.7
3383;341;1/04/2024;6823.72;1705.93;320.92
3384;341;1/05/2024;7019.62;1754.9;283.66
3385;341;1/06/2024;6894.92;1723.73;320.16
3386;341;1/07/2024;6861.14;1715.29;294.74
3387;341;1/08/2024;6979.73;1744.93;283.1
3388;341;1/09/2024;6845.36;1711.34;290.69
3389;341;1/10/2024;6841.85;1710.46;270.42
3390;342;1/01/2024;11615.14;4646.06;478.14
3391;342;1/02/2024;11316.07;4526.43;456.16
3392;342;1/03/2024;11506.56;4602.62;540.27
3393;342;1/04/2024;11258.31;4503.32;525.57
3394;342;1/05/2024;11470.01;4588.0;517.4
3395;342;1/06/2024;11738.32;4695.33;494.59
3396;342;1/07/2024;11783.29;4713.32;517.45
3397;342;1/08/2024;11406.05;4562.42;527.14
3398;342;1/09/2024;11747.39;4698.96;519.81
3399;342;1/10/2024;11570.46;4628.18;545.93
3400;342;1/11/2024;11549.67;4619.87;522.71
3401;342;1/12/2024;11406.43;4562.57;485.81
3402;343;1/01/2024;6234.63;1558.66;288.01
3403;343;1/02/2024;6271.67;1567.92;302.76
3404;343;1/03/2024;6351.56;1587.89;283.69
3405;343;1/04/2024;6172.23;1543.06;311.45
3406;343;1/05/2024;6246.9;1561.72;322.8
3407;343;1/06/2024;6220.25;1555.06;317.78
3408;343;1/07/2024;6414.07;1603.52;294.19
3409;343;1/08/2024;6390.18;1597.55;297.86
3410;343;1/09/2024;6166.65;1541.66;314.27
3411;343;1/10/2024;6239.35;1559.84;326.98
3412;343;1/11/2024;6391.64;1597.91;317.3
3413;343;1/12/2024;6238.07;1559.52;322.22
3414;344;1/01/2024;7733.64;3093.46;493.44
3415;344;1/02/2024;7908.6;3163.44;540.54
3416;344;1/03/2024;7650.49;3060.2;544.6
3417;344;1/04/2024;7676.03;3070.41;451.64
3418;344;1/05/2024;7774.92;3109.97;477.09
3419;344;1/06/2024;7668.58;3067.43;499.73
3420;344;1/07/2024;7653.3;3061.32;532.98
3421;344;1/08/2024;7922.7;3169.08;477.77
3422;344;1/09/2024;7665.56;3066.22;510.68
3423;344;1/10/2024;7785.32;3114.13;493.51
3424;344;1/11/2024;7921.84;3168.74;498.73
3425;344;1/12/2024;7849.87;3139.95;485.34
3426;345;1/01/2024;2841.48;568.3;312.36
3427;345;1/02/2024;2793.76;558.75;278.49
3428;345;1/03/2024;2781.45;556.29;299.65
3429;345;1/04/2024;2739.65;547.93;299.43
3430;345;1/05/2024;2842.02;568.4;307.89
3431;345;1/06/2024;2756.54;551.31;288.64
3432;345;1/07/2024;2795.24;559.05;306.7
3433;345;1/08/2024;2792.56;558.51;301.78
3434;345;1/09/2024;2756.89;551.38;292.4
3435;345;1/10/2024;2804.92;560.98;277.69
3436;345;1/11/2024;2787.89;557.58;298.41
3437;345;1/12/2024;2712.18;542.44;292.2
3438;346;1/01/2024;8454.66;3381.86;518.83
3439;346;1/02/2024;8440.49;3376.2;540.26
3440;346;1/03/2024;8326.79;3330.72;540.18
3441;346;1/04/2024;8261.9;3304.76;478.05
3442;346;1/05/2024;8206.17;3282.47;529.38
3443;346;1/06/2024;8353.32;3341.33;540.19
3444;346;1/07/2024;8463.26;3385.3;528.16
3445;346;1/08/2024;8301.45;3320.58;541.14
3446;346;1/09/2024;8357.34;3342.94;510.94
3447;346;1/10/2024;8400.64;3360.26;474.91
3448;346;1/11/2024;8297.75;3319.1;539.06
3449;346;1/12/2024;8194.94;3277.98;538.07
3450;347;1/01/2024;3416.82;683.36;626.82
3451;347;1/02/2024;3482.72;696.54;645.15
3452;348;1/11/2024;11816.82;4726.73;418.23
3453;349;1/01/2024;2665.92;533.18;375.45
3454;349;1/02/2024;2716.65;543.33;416.95
3455;349;1/03/2024;2662.48;532.5;422.22
3456;349;1/04/2024;2677.15;535.43;377.87
3457;349;1/05/2024;2614.37;522.87;388.49
3458;349;1/06/2024;2696.74;539.35;404.95
3459;349;1/07/2024;2718.48;543.7;436.53
3460;349;1/08/2024;2678.61;535.72;385.13
3461;349;1/09/2024;2731.75;546.35;376.0
3462;349;1/10/2024;2722.09;544.42;375.06
3463;349;1/11/2024;2737.15;547.43;408.41
3464;349;1/12/2024;2653.39;530.68;364.85
3465;350;1/01/2024;8591.82;3007.14;450.37
3466;350;1/02/2024;8474.29;2966.0;438.84
3467;350;1/03/2024;8667.45;3033.61;481.74
3468;350;1/04/2024;8495.62;2973.47;423.38
3469;350;1/05/2024;8494.73;2973.16;407.59
3470;350;1/06/2024;8643.26;3025.14;442.93
3471;350;1/07/2024;8525.7;2983.99;474.82
3472;350;1/08/2024;8792.27;3077.29;445.2
3473;350;1/09/2024;8531.41;2985.99;419.13
3474;350;1/10/2024;8557.94;2995.28;433.27
3475;350;1/11/2024;8768.32;3068.91;446.03
3476;350;1/12/2024;8452.75;2958.46;459.59
3477;351;1/05/2024;6196.29;2168.7;626.96
3478;351;1/06/2024;6021.47;2107.51;591.82
3479;351;1/07/2024;6116.5;2140.78;647.02
3480;351;1/08/2024;6059.78;2120.92;693.13
3481;351;1/09/2024;6131.39;2145.99;588.31
3482;351;1/10/2024;6149.57;2152.35;627.1
3483;351;1/11/2024;6070.91;2124.82;664.7
3484;351;1/12/2024;6249.72;2187.4;668.67
3485;352;1/01/2024;4372.64;1093.16;272.36
3486;352;1/02/2024;4320.06;1080.02;313.37
3487;352;1/03/2024;4363.44;1090.86;299.8
3488;352;1/04/2024;4409.25;1102.31;278.39
3489;352;1/05/2024;4232.1;1058.03;279.8
3490;352;1/06/2024;4363.48;1090.87;275.51
3491;352;1/07/2024;4287.54;1071.88;291.42
3492;352;1/08/2024;4227.57;1056.89;290.61
3493;352;1/09/2024;4225.08;1056.27;294.03
3494;352;1/10/2024;4223.49;1055.87;294.98
3495;352;1/11/2024;4379.77;1094.94;311.68
3496;352;1/12/2024;4327.87;1081.97;275.37
3497;353;1/01/2024;2981.78;596.36;684.16
3498;353;1/02/2024;3088.86;617.77;614.56
3499;353;1/03/2024;2966.31;593.26;673.86
3500;353;1/04/2024;2961.43;592.29;668.58
3501;353;1/05/2024;3063.0;612.6;647.23
3502;353;1/06/2024;2964.14;592.83;683.61
3503;353;1/07/2024;3101.13;620.23;709.07
3504;353;1/08/2024;2978.55;595.71;626.53
3505;353;1/09/2024;3016.26;603.25;667.46
3506;353;1/10/2024;3017.51;603.5;651.33
3507;353;1/11/2024;3001.49;600.3;588.06
3508;353;1/12/2024;3065.64;613.13;638.94
3509;354;1/01/2024;7266.46;2906.58;272.16
3510;354;1/02/2024;7277.24;2910.9;299.49
3511;354;1/03/2024;7321.23;2928.49;274.84
3512;354;1/04/2024;7516.57;3006.63;300.55
3513;354;1/05/2024;7497.26;2998.9;293.83
3514;355;1/01/2024;5498.9;1924.61;410.21
3515;355;1/02/2024;5671.5;1985.02;381.25
3516;355;1/03/2024;5601.81;1960.63;391.07
3517;355;1/04/2024;5730.97;2005.84;420.33
3518;355;1/05/2024;5568.71;1949.05;375.66
3519;355;1/06/2024;5748.66;2012.03;391.41
3520;355;1/07/2024;5679.26;1987.74;396.13
3521;355;1/08/2024;5621.79;1967.63;437.42
3522;355;1/09/2024;5685.26;1989.84;421.6
3523;355;1/10/2024;5554.22;1943.98;369.02
3524;355;1/11/2024;5605.5;1961.92;368.54
3525;355;1/12/2024;5758.52;2015.48;376.45
3526;356;1/01/2024;8173.98;2860.89;479.86
3527;356;1/02/2024;8155.51;2854.43;471.43
3528;356;1/03/2024;8116.72;2840.85;480.34
3529;356;1/04/2024;8064.68;2822.64;514.78
3530;356;1/05/2024;7970.63;2789.72;539.02
3531;356;1/06/2024;8217.33;2876.07;471.68
3532;356;1/07/2024;7887.83;2760.74;451.24
3533;356;1/08/2024;8211.71;2874.1;536.04
3534;356;1/09/2024;7961.2;2786.42;544.68
3535;356;1/10/2024;8034.45;2812.06;482.74
3536;356;1/11/2024;8273.87;2895.85;510.18
3537;356;1/12/2024;7944.68;2780.64;499.17
3538;357;1/08/2024;9747.94;3899.18;548.68
3539;357;1/09/2024;10028.35;4011.34;474.85
3540;357;1/10/2024;9910.22;3964.09;538.44
3541;357;1/11/2024;10026.06;4010.42;511.93
3542;357;1/12/2024;10028.26;4011.3;544.68
3543;358;1/01/2024;6688.19;1672.05;488.14
3544;358;1/02/2024;6777.13;1694.28;465.95
3545;358;1/03/2024;6604.22;1651.06;471.53
3546;358;1/04/2024;6650.34;1662.59;492.32
3547;358;1/05/2024;6880.74;1720.18;457.61
3548;358;1/06/2024;6726.52;1681.63;452.24
3549;358;1/07/2024;6845.12;1711.28;539.85
3550;358;1/08/2024;6687.73;1671.93;476.27
3551;358;1/09/2024;6898.78;1724.69;538.74
3552;358;1/10/2024;6855.24;1713.81;470.47
3553;358;1/11/2024;6895.18;1723.8;524.43
3554;358;1/12/2024;6815.34;1703.84;453.04
3555;359;1/01/2024;8757.54;3065.14;361.15
3556;359;1/02/2024;8587.24;3005.53;378.78
3557;359;1/03/2024;8929.1;3125.18;406.38
3558;359;1/04/2024;8792.85;3077.5;381.61
3559;359;1/05/2024;8856.29;3099.7;398.38
3560;359;1/06/2024;8868.74;3104.06;372.26
3561;359;1/07/2024;8578.11;3002.34;414.24
3562;359;1/08/2024;8562.73;2996.96;399.79
3563;359;1/09/2024;8911.94;3119.18;392.99
3564;359;1/10/2024;8974.08;3140.93;406.14
3565;359;1/11/2024;8568.89;2999.11;365.04
3566;359;1/12/2024;8885.36;3109.88;382.47
3567;360;1/01/2024;8441.12;3376.45;318.12
3568;360;1/02/2024;8249.95;3299.98;286.32
3569;360;1/03/2024;8606.26;3442.5;284.09
3570;360;1/04/2024;8428.01;3371.2;270.12
3571;360;1/05/2024;8513.01;3405.2;322.41
3572;360;1/06/2024;8590.88;3436.35;296.12
